Id;cod_ind_p;nome_ind_p;definicao_p;inter_p;met_calc_p;fonte_p;valor_ref_p;period_p;atuali_p;period_c_p;abrang_g_p;nivel_a_p;dimen_p;limit_p;bibli_p;quest_pen_p;bobs_p;periodo_inic;periodo_fin;sexo;ajuste;cobertura;renda;escolaridade;situacao;pnad;sus;especialista;esfera;fxetaria;tabela;erro;porte;status
54;K38;Dependência financeira das transferências SUS;Percentagem das transferências SUS em relação ao total do gasto público em saúde.;Para análise de distribuições equitativas, este indicador pode ser visto em conjunto com o gasto público total per capita e os recursos próprios per capita.;Numerador: transferências SUS X 100. Denominador: gasto público total em saúde (da esfera considerada).;SIOPS.;;Anual.;Anual.;2002 - 2017;Grandes Regiões e UFs.;;Financiamento.;;;;;2002;2017;0;0;3;0;0;0;;0;0;1;0;1;0;0;S
55;K41;Gasto público total em saúde por habitante;Gasto público total em saúde por habitante (em R$).;Gasto público em saúde, por habitante, advindo de todas as fontes, quer sejam impostos, transferências SUS de outras esferas governamentais, operações de créditos ou outras.;Numerador: gasto público total em saúde (todas as fontes de financiamento). Denominador: população total residente.;SIOPS (indicador 2.1).;;Anual.;Anual.;2010 - 2017;Brasil.;;Financiamento.;;;;;2010;2017;0;0;1;0;0;0;;0;0;1;0;1;0;0;S
56;L01;Analfabetismo;Percentual da população de 15 anos ou mais de idade que não sabe ler e escrever, na população total residente da mesma faixa etária, em determinado espaço geográfico, no ano considerado.;Indica a proporção de pessoas analfabetas na população com 15 anos ou mais de idade.;Numerador: número de pessoas residentes de 15 anos ou mais de idade que não sabem ler e escrever (V0601=3) X 100. Denominador: população total residente de 15 anos ou mais de idade.;PNAD/IBGE.;;Anual.;Anual.;1998 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;1 - O dado não é coletado em anos censitários. Os dados referentes aos anos censitários foram calculados a partir da média entre o ano anterior e posterior. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;;;Dados coletados do IPEA.;1998;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
57;L02;Média de anos de estudo;Razão entre o somatório do número de anos de estudo completados pelas pessoas que tem 25 anos ou mais e o número de pessoas nessa faixa etária.;Indica o nível médio de escolaridade da população considerada.;Numerador: somatório do número de anos de estudo completados pelas pessoas que tem 25 anos ou mais. Denominador: população residente com 25 anos ou mais de idade.;PNAD/IBGE.;;Anual.;Anual.;1998 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;1 - O dado não é coletado em anos censitários. Os dados referentes aos anos censitários foram calculados a partir da média entre o ano anterior e posterior. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;;;Dados coletados do IPEA.;1998;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
58;L04;Formalidade do emprego;Percentual de pessoas ocupadas com carteira assinada, militares ou funcionários públicos.;Indica o grau de formalidade do emprego e, consequentemente, do alcance de políticas sociais vinculadas ao emprego formal.;Numerador: número de pessoas ocupadas de 10 anos ou mais de idade com carteira assinada, militares e funcionários públicos na semana de referência da PNAD x 100. Denominador: número de pessoas ocupadas de 10 anos ou mais de idade na semana de referência da PNAD.;PNAD/IBGE.;;Anual.;Anual.;2001 - 2015;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos;1 - O dado não é coletado em anos censitários. Os dados referentes aos anos censitários foram calculados a partir da média entre o ano anterior e posterior. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá. 3 - Dados anteriormente divulgados tinham como denominador o total de pessoas empregadas com ou sem carteira. Atualmente, o denominador consiste no total de pessoas que afirmaram estar trabalhando na semana de referência.;;;;2001;2015;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
59;L06;Pobreza;Percentual da população residente com renda domiciliar mensal per capita de até meio salário mínimo, em determinado espaço geográfico, no ano considerado.;Expressa a proporção da população considerada em situação de pobreza, de acordo com a renda domiciliar mensal per capita.;Numerador: população residente com renda domiciliar mensal per capita de até meio salário mínimo X 100. Denominador: população total residente.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos;;;;O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres. O valor de referência, salário mínimo de 2010, é de R$510,00. Fonte: Datasus. Link para a nota técnica: http://tabnet.datasus.gov.br/cgi/ibge/censo/Prop_Pessoas_Baixa_Renda.pdf;1991;2010;0;0;3;0;0;0;1;0;0;0;0;1;0;0;S
60;L07;Razão de renda;Razão entre a renda dos 10% mais ricos e a dos 40% mais pobres.;É uma medida do grau de desigualdade existente na distribuição da renda.;Numerador: renda média dos 10% mais ricos. Denominador: renda média dos 40% mais pobres.;Ipeadata.;;Anual.;Anual.;1998 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;;;;;1998;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
61;L08;Índice de Gini;Mede o grau de concentração da distribuição de renda domiciliar per capita de uma determinada população e em um determinado espaço geográfico.;Quando o índice tem valor igual a 1, existe perfeita desigualdade na distribuição de renda, isto é, a renda domiciliar per capita é totalmente apropriada por um único indivíduo. Quando ele tem valor igual à 0, tem-se perfeita igualdade, isto é, a renda é distribuída na mesma proporção para todos.;Corresponde a 2 vezes a área entre a curva de Lorenz e a linha de perfeita igualdade.;PNAD e Censo Demográfico (IBGE).;Quanto mais próximo a zero, menor a desigualdade.;Anual.;Anual.;1998 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;"""""""1 - A informação está baseada na """"""""semana anual de referência"""""""" em que foi realizada a pesquisa, refletindo apenas a renda informada naquele período. 2 - O dado não é coletado em anos censitários. Os dados referentes aos anos censitários foram calculados a partir da média entre o ano anterior e o posterior. 3 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá. """"""";;;Dados coletados do IPEA.;1998;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
62;L10;Renda média domiciliar per capita;É a média das rendas domiciliares per capita das pessoas residentes, em determinado espaço geográfico, no ano considerado.;Indica o nível econômico de uma determinada população (mas não seu grau de desigualdade).;Numerador: soma dos rendimentos mensais dos moradores dos domicílios. Denominador: total de moradores residentes nos domicílios.;PNAD/IBGE.;;Anual.;Anual.;2001 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;Numa sociedade com desigualdade elevada de renda, há maior probabilidade de presença de valores extremos na amostra, influenciando o valor da média.;;1 - O dado não é coletado em anos censitários. Os dados referentes aos anos censitários foram calculados a partir da média entre o ano anterior e posterior. 2 - A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres. O valor de referência, salário mínimo de 2010, é de R$ 510,00. Fonte: Datasus. Link para a nota técnica: http://tabnet.datasus.gov.br/cgi/ibge/censo/Renda_Media_Domic_Per_Capita.pdf;2001;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
63;L11;Razão de dependência;Razão entre o segmento etário da população definido como economicamente dependente (os menores de 15 anos de idade e os de 65 anos ou mais de idade) e o segmento etário potencialmente produtivo (entre 15 e 64 anos de idade), na população residente em determinado espaço geográfico, no ano considerado.;1 - Mede a participação relativa do contingente populacional potencialmente inativo, que deveria ser sustentado pela parcela da população potencialmente produtiva. 2 - Valores elevados indicam que a população em idade produtiva deve sustentar uma grande proporção de dependentes, o que significa consideráveis encargos assistenciais para a sociedade.;Númerador: número de pessoas residentes de 0 a 14 anos e de 65 anos ou mais anos de idade X 100. Denominador: número de pessoas residentes de 15 a 64 anos de idade.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;O indicador pode não refletir, necessariamente, a razão de dependência econômica, em função de fatores circunstanciais que afetam o mercado de trabalho, tais como a incorporação de jovens e idosos ou a exclusão de pessoas em idade produtiva. Assim sendo, o indicador deve ser analisado em combinação com parâmetros econômicos.;;;;1991;2010;0;0;3;0;0;0;1;0;0;0;0;1;0;0;S
64;L12;Esperança de vida ao nascer;Número médio de anos de vida esperados para um recém-nascido, mantido o padrão de mortalidade existente na população residente, em determinado espaço geográfico, no ano considerado.;1 - Expressa o número médio de anos que se esperaria que um recém-nascido vivesse. 2 - Representa uma medida sintética da mortalidade, não estando afetada pelos efeitos da estrutura etária da população, como acontece com a taxa bruta de mortalidade. 3 - O aumento da esperança de vida ao nascer sugere melhoria das condições de vida e de saúde da população.;A partir de tábuas de vida elaboradas para cada área geográfica, toma-se o número correspondente a uma geração inicial de nascimentos (l0) e determina-se o tempo cumulativo vivido por essa mesma geração (T0) até a idade limite. A esperança de vida ao nascer é o quociente da divisão de T0 por l0.;IBGE.;;Anual.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e Demográficos.;1 - Imprecisões relacionadas a falhas na declaração da idade nos levantamentos estatísticos ou à metodologia empregada para elaborar estimativas e projeções populacionais na base de dados utilizada para o cálculo do indicador. 2 - Para o cálculo da esperança de vida, são exigidas informações confiáveis de óbitos classificados por idade. Quando a precisão dos dados de sistemas de registro contínuo não é satisfatória, o cálculo deve basear-se em procedimentos demográficos indiretos, aplicáveis a áreas geográficas abrangentes.;;;;2000;2017;1;0;3;0;0;0;;0;0;0;0;1;0;0;S
65;L14;Índice de Desenvolvimento Humano;Índice de Desenvolvimento Humano, composto pelas dimensões longevidade, educação e renda.;O IDH é um número que varia entre 0 e 1. Quanto mais próximo de 1, maior o desenvolvimento humano.;Média geométrica das dimensões que compõem o IDH: longevidade, educação e renda.;Atlas do Desenvolvimento Humano no Brasil.;;Decenal.;Decenal.;1991 - 2010;Brasil e UFs.;;Socioeconômicos e demográficos.;;;;;1991;2010;0;0;5;0;0;0;;0;0;0;0;1;0;0;S
66;L15;Desemprego;Percentual da população residente economicamente ativa de 16 anos ou mais de idade que procurou, mas não encontrou, ocupação remunerada, na semana de referência, em determinado espaço geográfico, no ano considerado.;Indica o grau de insucesso das pessoas que desejam trabalhar e não conseguem encontrar uma ocupação no mercado de trabalho.;Numerador: população residente economicamente ativa de 16 anos ou mais de idade que procurou ocupação remunerada, mas não encontrou, na semana de referência X 100. Denominador: população residente economicamente ativa de 16 anos ou mais de idade na semana de referência.;PNAD e Censo Demográfico (IBGE).;;Anual.;Anual;2001 - 2017;Brasil, Grandes Regiões e UFs.;;Socioeconômicos e demográficos.;;JANNUZZI, Paulo de Martino. Indicadores sociais no Brasil: conceitos, fontes de dados e aplicações para formulação e avaliação de politicas publicas, elaboração de estudos socioeconomicos. Campinas, SP: Alinea, 2006.;Nota técnica do DataSUS sobre o indicador Taxa de desemprego: http://tabnet.datasus.gov.br/cgi/ibge/censo/Taxa_Desemprego.pdf;;2001;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
