Id;cod_ind_p;nome_ind_p;definicao_p;inter_p;met_calc_p;fonte_p;valor_ref_p;period_p;atuali_p;period_c_p;abrang_g_p;nivel_a_p;dimen_p;limit_p;bibli_p;quest_pen_p;bobs_p;periodo_inic;periodo_fin;sexo;ajuste;cobertura;renda;escolaridade;situacao;pnad;sus;especialista;esfera;fxetaria;tabela;erro;porte;status
33;C05;Vasectomias - day case;Percentual de vasectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência em relação ao número total de vasectomias efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias de realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento ao ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar.;Numerador: número de vasectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência X 100. Denominador: número total de vasectomias efetuadas. Procedimento (SIH/2002-2007): 31005098. Procedimento (SIA/2002-2007): 0811107. Procedimento (SIH e SIA/2008-2010): 0409040240.;SIH-SUS e SIA.;Audit Commission NHS: 75%.;Mensal.;Anual.;2008 - 2017;Brasil, Grandes Regiões e UFs.;Básica;Eficiência/Adequação.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as vasectomias realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;1 - McGinn, P. European ophthalmic surgeons maintain relentless momentum to perform more operations more quickly. Special OECD Report, 2007. Disponível em: http://www.escrs.org/PUBLICATIONS/EUROTIMES/07SEPT/SPECIALOECDREPORT.PDF 2 - NHSScotland Quality Improvement Hub. Increasing the same day care rate for hernia repairs. Disponível em: www.nodelaysscotland.scot.nhs.uk;;;2008;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
34;C06;Hemorroidectomias - day case;Percentual de hemorroidectomias realizadas em regime ambulatorial ou hospitalar com menos de 1 dia de permanência em relação ao número total de hemorroidectomias efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento a ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar.;Numerador: número de hemorroidectomias realizadas em regime hospitalar com menos de 1 dia de permanência X 100. Denominador: número total de hemorroidectomias efetuadas. Procedimentos (SIH/2000-2007): 33018073, 33027072, 33030073. Procedimento (SIA/2000-2007): 0802207. Procedimentos (SIH e SIA/2008-2010): 0407020284, 0407020314 e 0407020497.;SIH-SUS e SIA.;Audit Commission NHS: 75%.;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;Básica;Eficiência/Adequação.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as cirurgias de hemorroídas realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;;;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
35;C08;Herniorrafia inguinal - day case;Percentual de cirurgias de hérnia inguinal realizadas em regime hospitalar com menos de 1 dia de permanência em relação ao número total de cirurgias de hérnia inguinal efetuadas, em determinado espaço geográfico, no ano considerado.;Esse indicador mostra a percentagem de cirurgias realizadas em ambulatório ou hospital-dia. É considerado um indicador de eficiência no uso dos recursos, já que o procedimento a ser realizado sem internação teria um menor custo, liberaria um leito para outro fins e o paciente permaneceria menos tempo no âmbito hospitalar. Cirurgias para hernia inguinal já vem sendo feitas ambulatorialmente em muitos países. No Brasil, o procedimento não consta do sistema ambulatorial e um proxy da eficiência é dado pelo percentual de cirurgias realizadas em regime hospitalar com tempo de permanência menor que 1 dia.;Numerador: número de cirurgias de hérnia inguinal realizadas em regime hospitalar com menos de 1 dia X 100. Denominador: número total de cirurgias de hérnia inguinal realizadas em regime hospitalar. Procedimentos (SIH/1998-2007): 33005117, 33006113, 33012113 e 33011117. Procedimentos (SIH/2008-2010): 0407040099 e 0407040102.;SIH-SUS.;Em 2007, na Escócia, através de uma reorganização da gestão do seguimento dos pacientes, foi possível aumentar a percentagem de cirurgias com menos de 1 dia de internação de 20% para 65% (NHS,2010).;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;MAC;Eficiência.;Os dados são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as cirurgias realizadas em instituições privadas com pagamento do procedimento pelo usuário ou plano de saúde.;NHSScotland Quality Improvement Hub. Increasing the same day care rate for hernia repairs. Disponível em: www.nodelaysscotland.scot.nhs.uk;;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
36;D01;Abandono do tratamento de tuberculose;Taxa de abandono do tratamento de tuberculose, por 1.000 casos notificados, na população residente em determinado espaço geográfico, no ano considerado.;Expressa a aceitabilidade do tratamento pelo usuário. Considera-se encerrado por abandono o caso em que o doente fica 30 dias ou mais sem tomar a medicação, para os casos em tratamento supervisionado, ou 30 dias após a última consulta agendada, quando o tratamento é auto-administrado.;Numerador: número de casos de tuberculose encerrados por abandono de tratamento. Denominador: número de casos de tuberculose notificados.;SINAN.;A OMS preconiza que os programas de controle da tuberculose tenham uma taxa de abandono de tratamento inferior a 5%.;Anual.;Anual.;2001 - 2016;Brasil, Grandes Regiões e UFs.;;Aceitabilidade.;Apresenta restrição no uso sempre que ocorra elevada proporção de registros sem informação do desfecho de tratamento ou grande volume de transferências não confirmadas pela vinculação de registros.;;;;2001;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
37;D02;Idosos não vacinados contra gripe;Percentual de pessoas de 60 anos ou mais de idade não vacinadas contra gripe/influenza, em relação ao total da população idosa, em determinado espaço geográfico, no ano considerado.;Pode expressar o grau de aceitabilidade da vacinação contra gripe pela população idosa.;Numerador: número de pessoas de 60 anos ou mais de idade não vacinadas contra gripe X 100. Denominador: população total de 60 anos ou mais residente.;SI-PNI.;O Ministério da Saúde estabeleceu a meta de vacinar 80% da população com 60 anos ou mais de idade.;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Aceitabilidade.;;1 - Brasil. Campanha Nacional de Vacinação contra a Influenza. Informe Técnico. Brasília, 2015. Disponível em: http://portalsaude.saude.gov.br/images/pdf/2015/junho/26/Informe-Campanha-Influenza---Atualiza----o-25-03-2014-final.pdf. 2 - W Paul Glezen & Lone Simonsen. Commentary: Benefits of influenza vaccine in US elderly-new studies raise questions. International Journal of Epidemiology 2006 35(2):352-353. 3 - Nichol, K.L., Margolis, K.L., Wuorenma, J., Von Sternberg, T. The Efficacy and Cost Effectiveness of Vaccination against Influenza among Elderly Persons Living in the Community. N Engl J Med 1994 331: 778-784. 4 - Peter A. Gross Alicia W. Hermogenes Henry S. Sacks Joseph Lau Roland A. Levandowski. The Efficacy of Influenza Vaccine in Elderly Persons. A Meta-Analysis and Review of the Literature. Annals of Internal Medicine, 123(7): 518-527, October 1995. 5 - Lisa A Jackson, Michael L Jackson, Jennifer C Nelson, Kathleen M Neuzil, Noel S Weiss. Evidence of bias in estimates of influenza vaccine effectiveness in seniors. International Journal of Epidemiology 2006 35(2):337-344.;;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
38;F01;Consulta em hipertensão com o mesmo médico;Percentual de pessoas de 18 anos ou mais de idade que referem diagnóstico médico de hipertensão arterial e o médico que as atendeu na última consulta era o mesmo das consultas anteriores, em determinado espaço geográfico.;Reflete a continuidade relacional na atenção às pessoas com hipertensão arterial. A continuidade relacional remete a uma relação contínua entre os profissionais de saúde e os usuários, o que possibilita estabelecer conexões entre eventos descontínuos. A adscrição de clientela é uma condição que favorece esse tipo de continuidade, através do vínculo estabelecido entre o indivíduo e um médico, ou outro prestador regular. Vale notar que, embora a adscrição seja claramente um componente da continuidade relacional, outros elementos caracterizam este tipo de continuidade, tais como a intensidade da relação usuário/prestador, dada pelo nível de comunicação, confiança, conforto e o conhecimento global do médico sobre a história clínica do usuário, seu comportamento e suas atitudes em relação ao usuário.;Numerador: número de pessoas que referem diagnóstico médico de hipertensão arterial e o médico que as atendeu na última consulta era o mesmo das consultas anteriores X 100. Denominador: população de 18 anos ou mais de idade que refere diagnóstico médico de hipertensão arterial.;PNS.;;Quinquenal.;Quinquenal.;2013 - 2013;Brasil, Grandes Regiões e UFs.;;Continuidade / Respeito ao direito das pessoas.;;;"Esse indicador é construído a partir da resposta ""sim"" à pergunta Q16 do questionário (Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?).";;2013;2013;0;0;3;0;0;0;1;0;0;0;0;1;1;0;S
40;F03;Acompanhamento do cuidado em hipertensão;Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de hipertensão arterial que na última consulta tiveram os exames vistos pelo médico.;Indica uma continuidade do cuidado e pressupõe um acompanhamento do paciente com hipertensão arterial.;Numerador: número de pessoas que referem diagnóstico médico de hipertensão e que na última consulta tiveram os exames vistos pelo médico X 100. Denominador: população de 18 anos ou mais de idade que refere diagnóstico médico de hipertensão.;PNS.;;Quinquenal.;Quinquenal.;2013 - 2013;Brasil, Grandes Regiões e UFs.;;Continuidade / Respeito ao direito das pessoas.;;;"Esse indicador é construído a partir da resposta ""sim"" à pergunta Q16 (Na última consulta, o médico viu os exames das consultas passadas?), que é precedida de ""sim"" à pergunta Q17 (Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?).";;2013;2013;0;0;3;0;0;0;1;0;0;0;0;1;1;0;S
39;F02;Consulta em diabetes com o mesmo médico;Percentual de pessoas de 18 anos ou mais de idade que referem diagnóstico médico de diabetes e o médico que as atendeu na última consulta era o mesmo das consultas anteriores, em determinado espaço geográfico.;Reflete a continuidade relacional na atenção às pessoas com diabetes. A continuidade relacional remete a uma relação contínua entre os profissionais de saúde e os usuários, o que possibilita estabelecer conexões entre eventos descontínuos. A adscrição de clientela é uma condição que favorece esse tipo de continuidade, através do vínculo estabelecido entre o indivíduo e um médico, ou outro prestador regular. Vale notar que, embora a adscrição seja claramente um componente da continuidade relacional, outros elementos caracterizam este tipo de continuidade, tais como a intensidade da relação usuário/prestador, dada pelo nível de comunicação, confiança, conforto e o conhecimento global do médico sobre a história clínica do usuário, seu comportamento e suas atitudes em relação ao usuário.;Numerador: número de pessoas que referem diagnóstico médico de diabetes e o médico que as atendeu na última consulta era o mesmo das consultas anteriores X 100. Denominador: população de 18 anos ou mais de idade que refere diagnóstico médico de diabetes.;PNS.;;Quinquenal.;Quinquenal.;2013 - 2013;Brasil, Grandes Regiões e UFs.;;Continuidade / Respeito ao direito das pessoas.;;;"Esse indicador é construído a partir da resposta ""sim"" à pergunta Q44 (Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?).";;2013;2013;0;0;3;0;0;0;1;0;0;0;0;1;1;0;S
41;F04;Acompanhamento do cuidado em diabetes;Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de diabetes que na última consulta tiveram os exames vistos pelo médico.;Indica uma continuidade do cuidado e pressupõe um acompanhamento do paciente com diabetes.;Numerador: número de pessoas que referem diagnóstico médico de diabetes e que na última consulta tiveram os exames vistos pelo médico X 100. Denominador: população de 18 anos ou mais de idade que refere diagnóstico médico de diabetes.;PNS.;;Quinquenal.;Quinquenal.;2013 - 2013;Brasil, Grandes Regiões e UFs.;;Continuidade / Respeito ao direito das pessoas.;;;"Esse indicador é construído a partir da resposta ""sim"" à pergunta Q45 (Na última consulta, o médico viu os exames das consultas passadas?), que é precedida de ""sim"" à pergunta Q44 (Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?).";;2013;2013;0;0;3;0;0;0;1;0;0;0;0;1;1;0;S
42;G01;Histerectomia;Número de casos de internações hospitalares de residentes do sexo feminino de 20 anos ou mais de idade pagas no Sistema Único de Saúde (SUS), para histerectomia, por 100 mil habitantes, na população residente do sexo feminino de 20 anos ou mais de idade, em determinado espaço geográfico, no ano considerado.;A redução nas taxas internação para histerectomia ao longo do tempo aponta para possíveis mudanças nas práticas de saúde, tais como o uso de procedimentos alternativos mais conservadores.;Numerador: número de cirurgias de histerectomia realizadas em residentes do sexo feminino com 20 anos ou mais de idade X 100.000. Denominador: população total residente do sexo feminino com 20 anos ou mais de idade. Código (SIH/1998-2007): 34009035, 34010033, 34011030, 34014039, 34017038, 34022031, 34704124, 34709037, 34710035, 34717030 e 35011017. Código (SIH/2008-2010): 0409060100, 0409060119, 0409060127, 0409060135, 0409060143, 0409060151, 0411020030. Critérios de exclusão: histerectomias puerperais ou em oncologia e os diagnósticos relacionados à neoplasias malignas (C51-C58), carcinomas in situ e de comportamento incerto/desconhecido (D06-D09), gravidez, parto e puerpério (O00-O99) e relacionadas a causas externas (V01-Y98).;SIH-SUS e IBGE.;Entre 20 e 30% das mulheres serão submetidas a essa operação até a sexta década de vida. A freqüência dessa cirurgia varia segundo o país, sendo mais alta nos Estados Unidos e Austrália (1:1000 mulheres/ano), quando comparada à Europa. Nos EUA, 16% das pacientes foram submetidos à histerectomia por razões inapropriadas, sendo a probabilidade maior em mulheres mais jovens.;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;Média complexidade;Adequação;""""""" A Agency for Healtcare Research and Quality (AHRQ) considera que esse indicador: 1) não é uma medida direta de resultado, mas de um aspecto do cuidado que está associado ao resultado, sugerindo seu uso associado a outros indicadores que mensurem aspectos similares do cuidado 2) as características do paciente podem afetar o desempenho desse indicador, requerendo o ajuste por risco (viés de confundimento) 3) há incerteza e básica correlação com medidas amplamente aceitas de processo (básica validade de constructo) 4) benchmark pouco claro - a taxa correta não está bem estabelecida, podendo ser utilizadas as médias nacionais e Regiões como parâmetro de comparação. A subestimação das taxas pode ser devido ao fato que os dados nacionais são provenientes de instituições públicas ou conveniadas ao SUS, não contemplando as histerectomias realizadas em instituições privadas com pagamento do procedimento pelo paciente ou plano de saúde e a inclusão no denominador de mulheres histerectomizadas. Os fatores que podem influenciar as tendências das taxas são o desenvolvimento de novas tecnologias para tratamento de afecções uterinas, utilização de diretrizes clínicas e revisão por pares que garantam maior qualidade na assistência, bem como o desejo das pacientes em preservar a fertilidade.""""""""""""""";1 - Soria, H. et al. Histerectomia e as doenças ginecológicas benignas: o que está sendo praticado na Residência Médica no Brasil?. Rev. Bras. Ginecol. Obstet. 2007, vol.29, n.2, pp. 67-73. 2 - Lefebvre, G.et al. Hysterectomy. S O G C Clinical Practice Guidelines. Journal of Obstetrics & Gynaecology Canada, 102:1-12, 2002. 3 - Bernstein, S. J. et al. The appropriateness of hiysterectomy. A comparison of care in seven health plans. JAMA, 269(18):2398-402, 1993.;A Agency for Healtcare Research and Quality (AHRQ) utiliza dados de mulheres com 18 anos ou mais, excluindo do numerador os casos de câncer genital e trauma pélvico ou abdominal inferior, categorias diagnósticas principais relacionadas ao parto e puerpério, recém-nascido e neonatos. A Austrália mantém na tabulação dos seus dados as condições excluídas pelo AHRQ. O Canadá utiliza a reinternação não planejada após alta por histerectomia em mulheres de 15 a 84 anos e a histerectomia em mulheres com 20 anos ou mais. O Reino Unido utiliza o indicador de reinternação emergencial no prazo de 28 após alta por histerectomia para mulheres de todas as idades.;;2000;2017;0;1;3;0;0;0;;0;0;0;0;1;0;0;S
43;G02;Tempo médio de permanência hospitalar por fratura no quadril;Número médio de dias de internação de pacientes com 60 anos ou mais de idade, por fratura no quadril.;Estima o tempo médio de permanência hospitalar de pacientes com 60 anos ou mais de idade, por fratura no quadril. Um tempo de permanência muito longo aponta para uma inadequação do cuidado hospitalar.;Numerador: número de dias de internação de pacientes com 60 anos ou mais de idade, por fratura no quadril. Denominador: total de internações de pacientes com 60 anos ou mais de idade, por fratura no quadril. Códigos CID-10: S72.0, S72.1, S72.2.;SIH-SUS.;;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;Média complexidade;Adequação/Eficiência.;1 - Pacientes com quadros mais graves da doença e presença de comorbidades podem permanecer por mais tempo em internação hospitalar. Entretanto, essa informacão não está disponível ou apresenta qualidade básica no SIH. 2 - O indicador não leva em consideração a natureza juridica (pública ou privada) dos hospitais. 3 - Valores maiores podem ser observados onde a participação do setor público é mais expressiva.;1 - J J W Roche, R T Wenn O Sahota, C G Moran. Effect of comorbidities and postoperative complications on mortality after hip fracture in elderly people: prospective observational cohort study BMJ 2005 331:1374 (10 December). 2 - Orosz GM, Magaziner J, Hannan EL, Morrison RS, Koval K, Gilbert M, McLaughlin M, Halm EA, Wang JJ, Litke A, et al. Association of Timing of Surgery for Hip Fracture and Patient Outcomes. JAMA. 2004 291:1738-1743.;;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
44;G03;Meningites bacterianas diagnosticadas laboratorialmente;Percentual de meningites bacterianas que tiveram confirmação diagnóstica laboratorialmente (cultura, contra-imuno-eletroforese ou látex), na população residente em determinado espaço geográfico, no ano considerado.;Um percentual elevado de meningites confirmadas por critérios laboratoriais está associado à maior qualidade diagnóstica na atenção primária e adequação no tratamento, evitando complicações neurológicas.;Numerador: número de casos de meningite bacteriana confirmados por critério laboratorial (cultura, contra-imuno-eletroforese ou látex), por residência X 100. Denominador: número de casos de meningite bacteriana. Os valores devem ser multiplicados por 100. As categorias para seleção dos casos são: MMC meningococcemia MM meningite meningocócica MMC+MM - meningococcemia com meningite meningocócica MTBC- meningite tuberculosa MB- meningite por outras bactérias e meningites bacterianas não especificadas MH -meningite por hemófilo MP -meningite por pneumococo.;SINAN.;;Mensal.;Anual.;2001 - 2017;Brasil, Grandes Regiões e UFs.;Básica;Adequação;"""""""1 - Não preenchimento da variável """"""""critério de confirmação"""""""". 2 -Preenchimento incorreto da variável """"""""critério"""""""", que deve ser de confirmação e não de descarte. 3 - Os casos de meningite podem estar subestimados, já que trabalha-se apenas com casos notificados.""""""";;Indicador presente na Programação das Ações de Vigilância em Saúde (PAVS), estabelecido pela Portaria nº 64/SVS, de 30 de maio de 2008 revogada pela Portaria nº 135, de 3 de julho de 2009.;;2001;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
45;G04;Partos cesáreos;Percentual de partos cesáreos no total de partos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Mede a participação relativa dos partos cesáreos no total de partos. O número de nascidos vivos é adotado como uma aproximação do total de partos.2 - Percentuais elevados podem significar, entre outros fatores, a concentração de partos considerados de alto risco, em municípios onde existem unidades de referência para a assistência ao parto. 3 - É influenciado pelo modelo de assistência obstétrica adotado, pelas condições socioeconômicas e de saúde da gestante e pela disponibilidade de recursos especializados (tecnologias e serviços).;Numerador: número de nascidos vivos de mulheres que fizeram parto cesáreo X 100. Denominador: número total de nascidos vivos. Foram excluídas as ocorrências sem informação sobre o tipo e o local de parto.;SINASC.;No Brasil, o valor máximo é de 25% para todas as unidades federadas. Nos países da OECD, o percentual vem crescendo, e em 2007 atinge 25% em média. No Canadá (2009/2010), a proporção é de 26,8%.;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;Média complexidade;Adequação.;;1 - Barbosa, G. et al. Parto cesáreo: quem o deseja? Em quais circunstâncias?. Cad. Saúde Pública. 2003, v. 19, n. 6, pp. 1611-1620. 2 - Betran AP, Merialdi M, Lauer JA, et al. Rates of caesarean section: analysis of global, regional and national estimates. Paediatr Perinat Epidemiol 2007 21:98-113.;;;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
46;G05;Vacinação de gestantes contra o tétano;Percentual de gestantes que foram vacinadas contra o tétano, em determinado espaço geográfico, no ano considerado.;Este indicador avalia a qualidade da atenção pré-natal.;Numerador: mulheres de 15 a 49 anos que tiveram o primeiro filho nos últimos 5 anos e que referem ter recebido pelo menos uma dose da vacina antitetanica X 100. Denominador: mulheres de 15 a 49 anos que tiveram o primeiro filho nos últimos 5 anos.;Pesquisa Nacional de Demografia e Saúde da Criança e da Mulher (PNDS).;Acima de 90%, assumindo que uma proporção de gestantes foi imunizada há 5 anos ou menos.;Decenal.;Decenal.;1996 - 2006;Brasil e Grandes Regiões.;Básica;Adequação.;;BRASIL. Ministério da Saúde. Pesquisa Nacional de Demografia e Saúde da Criança e da Mulher - PNDS 2006: dimensões do processo reprodutivo e da saúde da criança/ Ministério da Saúde, Centro Brasileiro de Análise e Planejamento. - Brasília: Ministério da Saúde, 2009.;;;1996;2006;0;0;2;0;0;0;1;0;0;0;0;1;0;0;S
47;G08;Consultas de pré-natal;Percentual de nascidos vivos cujas mães fizeram mais de 6 consultas de pré-natal, segundo local de residência das mães, no ano considerado.;1 - Mede a realização de consultas de pré-natal, a partir de informações prestadas pelas mulheres durante a assistência ao parto. 2 - É influenciado por fatores socioeconômicos, pela infra-estrutura de prestação de serviços e por políticas públicas assistenciais e preventivas.;Numerador: número de nascidos vivos de mulheres residentes que fizeram mais de 6 consultas de pré-natal X 100. Denominador: número total de nascidos vivos de mulheres residentes. Foram excluídas as ocorrências sem informação sobre o número de consultas realizadas.;SINASC.;Mínimo de 6 consultas, uma no 1° trimestre, duas no 2° trimestre e três no 3° trimestre.;Mensal.;Anual.;2000 - 2016;Brasil, Grandes Regiões e UFs.;Básica;Adequação.;"""""""1 - A informação fornecida pela mãe no momento do parto refere-se ao número total de consultas sem relação com a idade gestacional. 2 - Esta informação pode estar distorcida, dada a imprecisão do conceito de consulta """"""""pré-natal"""""""".""""""";;;;2000;2016;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
48;G10;Cuidado ao renal crônico;Razão entre o número de pacientes submetidos a tratamento de diálise renal no SUS e os pacientes submetidos a transplante renal.;Expressa possíveis barreiras de acesso ao transplante, considerado o tratamento definitivo. Quanto maior a razão, maior o número de pacientes em tratamento paliativo (diálise) à espera de transplante.;Numerador: número de pacientes submetidos a tratamento de diálise renal no SUS e de pacientes submetidos a transplante renal. Denominador: número de transplantes de rim realizados. Código numerador: 030501*. Códigos denominador: 050502010-6 e 050502009-2.;SIA e SIH-SUS.;;Mensal.;Anual.;2008 - 2017;Brasil, Grandes Regiões e UFs.;Alta;Adequação.;;;1 - 89,4% dos pacientes em programas de diálise são tratados pelo SUS. 2 - O Apac-TRS tem validade de apenas três meses, gerando várias autorizações de procedimentos de alta complexidade para o mesmo paciente. 3 - Os dados referentes aos transplantados são provenientes de duas fontes: do APAC (pacientes transplantados em uso de imunossupressores) e do Sistema Nacional de Transplantes (número de transplantes realizados segundo o procedimento).;;2008;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
49;G13;Atenção ao paciente com acidente vascular cerebral (AVC);Percentual de pacientes internados por acidente vascular cerebral (AVC) que realizaram tomografia computadorizada nos primeiros 7 dias de internação.;Um paciente com sintomas sugestivos de AVC deve ser submetido a tomografia computadorizada para que seja feita a distinção entre os quadros isquêmico e hemorrágico e para que sejam definidos os cuidados adequados.;Numerador: número de internações por AVC com realização de tomografia computadorizada nos primeiros 7 dias de internação X 100. Denominador: total de internações por AVC. Código CID-10: G459, CID-10: I60, I61, I62, I63 e I64. Códigos para a realização de tomografias - SIH/Procedimentos especiais/1998-2007: 97013013 e 97013021 e SIH/Procedimentos especiais/2008-2010: 0206010079.;SIH-SUS.;;Mensal.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;Média;Adequação.;;Rolim, C. L. R. C. Avaliação da efetividade do tratamento hospitalar do acidente vascular cerebral agudo no Sistema Único de Saúde - SUS - utilização da mortalidade hospitalar como Indicador de desempenho. Dissertação (mestrado). - Escola Nacional de Saúde Pública Sergio Arouca, Rio de Janeiro, 2009.;;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
50;H01;Infecção por Hepatite C decorrente do cuidado em saúde;Percentual de casos confirmados de hepatite C, cuja provável fonte/mecanismo de infecção está relacionada ao cuidado do sistema de saúde (transfusional, hemodiálise, tratamento cirúrgico ou tratamento dentário), em relação ao total de casos, em determinado espaço geográfico, no ano considerado.;A infecção por Hepatite C por via transfusional, hemodiálise, tratamento cirúrgico ou tratamento dentário é considerada um evento adverso evitável.;Numerador: número de casos confirmados de Hepatite C com provável fonte/mecanismo de infecção transfusional, hemodiálise, tratamento cirúrgico ou tratamento dentário, em residentes. Denominador: número total de casos confirmados de Hepatite C com preenchimento da variável fonte/mecanismo de infecção, no período determinado. Código CID-10: B17.1.;SINAN.;;Anual.;Anual.;2000 - 2017;Brasil, Grandes Regiões e UFs.;;Segurança do paciente.;1 - Depende das condições técnico-operacionais do sistema de vigilância epidemiológica, em cada área geográfica, para detectar, notificar, investigar e realizar testes laboratoriais específicos para a confirmação diagnóstica de hepatite C e de outras hepatites virais. 2 - Apresenta deficiências diversas na sua base de dados, como a subnotificação, que impõem cautela na apreciação dos valores encontrados, que podem não discriminar casos novos dos casos já existentes.;;No cálculo do indicador, não foram considerados os casos com preenchimento ignorado/em branco do campo fonte/mecanismo de infecção, que representam aproximadamente 50% do total de casos notificados a cada ano.;;2000;2017;0;0;3;0;0;0;;0;0;0;0;1;0;0;S
51;K06;Internações pagas pelo SUS referidas por usuários;Percentual da população que reportou utilização de internações nos últimos 12 meses financiadas pelo SUS.;Indica a participação do SUS no financiamento das internações reportadas.;Numerador: número de pessoas que reportaram utilização de internações financiadas pelo SUS nos últimos 12 meses X 100. Denominador: número total de pessoas que reportaram utilização de internações no mesmo período.;PNAD e PNS.;A discutir, considerando a porcentagem da população que possui plano de saúde privado com cobertura para internação.;Quinquenal.;Quinquenal.;1998 - 2013;Brasil e Grandes Regiões.;Média e alta complexidade;Financiamento.;A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;Porto et al. A utilização de serviços de saúde por sistema de financiamento. Ciênc. saúde coletiva vol.11 no.4 Rio de Janeiro Oct./Dec. 2006;Os dados de 2013 tem como fonte as questões J37 e J44 da Pesquisa Nacional de Saúde (PNS).;1 - Para o cálculo das estimativas, foram consideradas as informações do desenho amostral. 2 - Os gráficos estão acompanhados dos intervalos de confiança (IC 95%).;1998;2013;1;0;2;1;2;1;1;0;0;0;0;1;1;0;S
52;K09;Atendimentos pagos pelo SUS referidos por usuários;Percentual da população que reportou utilização de atendimentos nas últimas 2 semanas financiados pelo SUS.;Indica a participação do SUS no financiamento dos atendimentos reportados.;Numerador: número de pessoas que reportaram utilização de atendimentos pelo SUS nas 2 últimas semanas X 100. Denominador: número total de pessoas que reportaram utilização de atendimentos no mesmo período.;PNAD e PNS.;A discutir, considerando a porcentagem da população que possui plano de saúde privado.;Quinquenal.;Quinquenal.;1998 - 2013;Brasil e Grandes Regiões.;Básica e média;Financiamento.;A partir de 2004, a PNAD ampliou sua cobertura para todo o território nacional, passando a agregar as informações das áreas rurais de Rondônia, Acre, Amazonas, Roraima, Pará e Amapá.;Porto et al. A utilização de serviços de saúde por sistema de financiamento. Ciênc. saúde coletiva vol.11 no.4 Rio de Janeiro Oct./Dec. 2006;Os dados de 2013 tem como fonte as questões J14, J24, J25 e J26 da Pesquisa Nacional de Saúde (PNS).;1 - Para o cálculo das estimativas, foram consideradas as informações do desenho amostral. 2 - Os gráficos estão acompanhados dos intervalos de confiança (IC 95%).;1998;2013;1;0;2;1;2;1;1;0;0;0;0;1;1;0;S
53;K21;Composição do gasto público em saúde por esfera de governo;Percentual do gasto público em saúde por esfera de governo (federal, estadual ou municipal), em relação ao total do gasto público em saúde.;Informa sobre o grau de centralização do SUS, no que tange à execução da despesa.;Numerador: gasto do governo destinado ao SUS, em determinada esfera governamental X 100. Denominador: gasto público total em saúde.;SIOPS.;;Anual.;Anual.;2010 - 2017;Brasil.;Calculado para o SUS, como um todo. Há que se ver se o SIOPS permite calcular esse indicador, também, por nível de atenção.;Financiamento.;;;;;2010;2017;0;0;1;0;0;0;;0;0;1;0;1;0;0;S
